Domain,File_Name,Record_Length,Field_Order,Field_Name,Start_Position,End_Position,Length,COBOL_PIC,COBOL_Kind,Decimal_Places,Signed,Target_Spark_Type,Is_Filler,Description
FINANCE,FINANCE.txt,220,10,Amount,79,90,12,S9(9)V9(2),S9,2,Y,"decimal(11,2)",N,"leading sign + 9 int + 2 dec. 2 implied decimal place(s) -- no literal decimal point in the raw bytes; first byte is a separate leading sign character ('+' or '-'), not part of the digits."
FINANCE,FINANCE.txt,220,11,Payment_Method_Code,91,92,2,X(2),X,0,N,string,N,"EF=EFT,CK=Check,WR=Warrant"
FINANCE,FINANCE.txt,220,12,Check_EFT_Number,93,104,12,X(12),X,0,N,string,N,Free-text/coded alphanumeric value.
FINANCE,FINANCE.txt,220,13,Check_Date,105,112,8,9(8),9,0,N,date,N,"99999999 if not yet issued. date in YYYYMMDD format; value of all 9s (e.g. 99999999) means open-ended/not-applicable/pending, map to NULL."
FINANCE,FINANCE.txt,220,14,Void_Indicator,113,113,1,X(1),X,0,N,string,N,Y/N
FINANCE,FINANCE.txt,220,15,Void_Date,114,121,8,9(8),9,0,N,date,N,"99999999 if not voided. date in YYYYMMDD format; value of all 9s (e.g. 99999999) means open-ended/not-applicable/pending, map to NULL."
FINANCE,FINANCE.txt,220,16,GL_Code,122,129,8,X(8),X,0,N,string,N,Free-text/coded alphanumeric value.
FINANCE,FINANCE.txt,220,17,Cost_Center,130,135,6,X(6),X,0,N,string,N,Free-text/coded alphanumeric value.
FINANCE,FINANCE.txt,220,18,Fund_Code,136,139,4,X(4),X,0,N,string,N,Free-text/coded alphanumeric value.
FINANCE,FINANCE.txt,220,19,Fiscal_Year,140,143,4,9(4),9,0,N,int,N,Zero-padded unsigned numeric value.
FINANCE,FINANCE.txt,220,20,Fiscal_Period,144,145,2,9(2),9,0,N,int,N,Zero-padded unsigned numeric value.
FINANCE,FINANCE.txt,220,21,Batch_Number,146,155,10,X(10),X,0,N,string,N,Free-text/coded alphanumeric value.
FINANCE,FINANCE.txt,220,22,Warrant_Number,156,165,10,X(10),X,0,N,string,N,blank unless state warrant issued
FINANCE,FINANCE.txt,220,23,Vendor_ID,166,175,10,X(10),X,0,N,string,N,Free-text/coded alphanumeric value.
FINANCE,FINANCE.txt,220,24,Federal_Share_Amount,176,186,11,9(9)V9(2),9,2,N,"decimal(11,2)",N,FMAP federal portion. 2 implied decimal place(s) -- no literal decimal point in the raw bytes.
FINANCE,FINANCE.txt,220,25,State_Share_Amount,187,197,11,9(9)V9(2),9,2,N,"decimal(11,2)",N,2 implied decimal place(s) -- no literal decimal point in the raw bytes.
FINANCE,FINANCE.txt,220,26,Recoupment_Reason_Code,198,201,4,X(4),X,0,N,string,N,blank unless Transaction_Type=RC
FINANCE,FINANCE.txt,220,27,Last_Update_Date,202,209,8,9(8),9,0,N,date,N,"date in YYYYMMDD format; value of all 9s (e.g. 99999999) means open-ended/not-applicable/pending, map to NULL."
FINANCE,FINANCE.txt,220,28,Source_System_Code,210,212,3,X(3),X,0,N,string,N,Free-text/coded alphanumeric value.
FINANCE,FINANCE.txt,220,29,FILLER,213,220,8,X(8),X,0,N,,Y,Unused reserved space padding out the record to its fixed length. No business data; skip during mapping.
PRIOR_AUTH,PRIOR_AUTH.txt,180,1,PA_ID,1,12,12,X(12),X,0,N,string,N,Free-text/coded alphanumeric value.
PRIOR_AUTH,PRIOR_AUTH.txt,180,2,Member_ID,13,22,10,X(10),X,0,N,string,N,Free-text/coded alphanumeric value.
PRIOR_AUTH,PRIOR_AUTH.txt,180,3,Medicaid_ID,23,34,12,X(12),X,0,N,string,N,Free-text/coded alphanumeric value.
PRIOR_AUTH,PRIOR_AUTH.txt,180,4,Requesting_Provider_ID,35,44,10,X(10),X,0,N,string,N,Free-text/coded alphanumeric value.
PRIOR_AUTH,PRIOR_AUTH.txt,180,5,Servicing_Provider_ID,45,54,10,X(10),X,0,N,string,N,Free-text/coded alphanumeric value.
PRIOR_AUTH,PRIOR_AUTH.txt,180,6,Service_Type,55,57,3,X(3),X,0,N,string,N,"IP,OP,DME,RX,BH"
PRIOR_AUTH,PRIOR_AUTH.txt,180,7,PA_Type,58,59,2,X(2),X,0,N,string,N,"01=Initial,02=Extension,03=Retro"
PRIOR_AUTH,PRIOR_AUTH.txt,180,8,Diagnosis_Code_1,60,66,7,X(7),X,0,N,string,N,Free-text/coded alphanumeric value.
PRIOR_AUTH,PRIOR_AUTH.txt,180,9,Diagnosis_Code_2,67,73,7,X(7),X,0,N,string,N,may be blank
PRIOR_AUTH,PRIOR_AUTH.txt,180,10,Procedure_Code,74,78,5,X(5),X,0,N,string,N,may be blank for RX/DME by NDC
PRIOR_AUTH,PRIOR_AUTH.txt,180,11,Modifier,79,80,2,X(2),X,0,N,string,N,may be blank
PRIOR_AUTH,PRIOR_AUTH.txt,180,12,Revenue_Code,81,84,4,X(4),X,0,N,string,N,"institutional only, may be blank"
PRIOR_AUTH,PRIOR_AUTH.txt,180,13,NDC_Code,85,95,11,X(11),X,0,N,string,N,"pharmacy PAs only, blank otherwise"
PRIOR_AUTH,PRIOR_AUTH.txt,180,14,Requested_Units,96,100,5,9(5),9,0,N,int,N,Zero-padded unsigned numeric value.
PRIOR_AUTH,PRIOR_AUTH.txt,180,15,Approved_Units,101,105,5,9(5),9,0,N,int,N,0 if denied
PRIOR_AUTH,PRIOR_AUTH.txt,180,16,Requested_Date,106,113,8,9(8),9,0,N,date,N,"date in YYYYMMDD format; value of all 9s (e.g. 99999999) means open-ended/not-applicable/pending, map to NULL."
PRIOR_AUTH,PRIOR_AUTH.txt,180,17,Decision_Date,114,121,8,9(8),9,0,N,date,N,"99999999 if pending. date in YYYYMMDD format; value of all 9s (e.g. 99999999) means open-ended/not-applicable/pending, map to NULL."
PRIOR_AUTH,PRIOR_AUTH.txt,180,18,Decision_Status,122,122,1,X(1),X,0,N,string,N,"A=Approved,D=Denied,P=Pending,R=Partial"
PRIOR_AUTH,PRIOR_AUTH.txt,180,19,Denial_Reason_Code,123,126,4,X(4),X,0,N,string,N,blank unless denied/partial
PRIOR_AUTH,PRIOR_AUTH.txt,180,20,Review_Type,127,128,2,X(2),X,0,N,string,N,"PR=Prospective,CR=Concurrent,RE=Retro"
PRIOR_AUTH,PRIOR_AUTH.txt,180,21,Urgency_Indicator,129,129,1,X(1),X,0,N,string,N,Y/N expedited review
PRIOR_AUTH,PRIOR_AUTH.txt,180,22,Start_Date,130,137,8,9(8),9,0,N,date,N,"99999999 if N/A. date in YYYYMMDD format; value of all 9s (e.g. 99999999) means open-ended/not-applicable/pending, map to NULL."
PRIOR_AUTH,PRIOR_AUTH.txt,180,23,End_Date,138,145,8,9(8),9,0,N,date,N,"99999999 if N/A. date in YYYYMMDD format; value of all 9s (e.g. 99999999) means open-ended/not-applicable/pending, map to NULL."
PRIOR_AUTH,PRIOR_AUTH.txt,180,24,Extension_Indicator,146,146,1,X(1),X,0,N,string,N,Y/N this is an extension of a prior PA
PRIOR_AUTH,PRIOR_AUTH.txt,180,25,Peer_Review_Indicator,147,147,1,X(1),X,0,N,string,N,Y/N required physician peer review
PRIOR_AUTH,PRIOR_AUTH.txt,180,26,Reviewer_ID,148,155,8,X(8),X,0,N,string,N,"clinical reviewer, may be blank if auto-adjudicated"
PRIOR_AUTH,PRIOR_AUTH.txt,180,27,Last_Update_Date,156,163,8,9(8),9,0,N,date,N,"date in YYYYMMDD format; value of all 9s (e.g. 99999999) means open-ended/not-applicable/pending, map to NULL."
PRIOR_AUTH,PRIOR_AUTH.txt,180,28,Source_System_Code,164,166,3,X(3),X,0,N,string,N,Free-text/coded alphanumeric value.
PRIOR_AUTH,PRIOR_AUTH.txt,180,29,FILLER,167,180,14,X(14),X,0,N,,Y,Unused reserved space padding out the record to its fixed length. No business data; skip during mapping.
TPL,TPL.txt,230,1,TPL_ID,1,10,10,X(10),X,0,N,string,N,Free-text/coded alphanumeric value.
TPL,TPL.txt,230,2,Member_ID,11,20,10,X(10),X,0,N,string,N,Free-text/coded alphanumeric value.
TPL,TPL.txt,230,3,Medicaid_ID,21,32,12,X(12),X,0,N,string,N,Free-text/coded alphanumeric value.
TPL,TPL.txt,230,4,Carrier_Name,33,62,30,X(30),X,0,N,string,N,may be blank if carrier unresolved
TPL,TPL.txt,230,5,Carrier_Code,63,68,6,X(6),X,0,N,string,N,Free-text/coded alphanumeric value.
TPL,TPL.txt,230,6,Carrier_Address,69,98,30,X(30),X,0,N,string,N,may be blank
TPL,TPL.txt,230,7,Carrier_City,99,118,20,X(20),X,0,N,string,N,may be blank
TPL,TPL.txt,230,8,Carrier_State,119,120,2,X(2),X,0,N,string,N,may be blank
TPL,TPL.txt,230,9,Carrier_Zip,121,129,9,9(9),9,0,N,string,N,zero-filled if unknown
TPL,TPL.txt,230,10,Carrier_Phone,130,139,10,9(10),9,0,N,string,N,zero-filled if unknown
TPL,TPL.txt,230,11,Policy_Number,140,154,15,X(15),X,0,N,string,N,may be blank if unresolved
TPL,TPL.txt,230,12,Group_Number,155,166,12,X(12),X,0,N,string,N,may be blank
TPL,TPL.txt,230,13,Subscriber_ID,167,178,12,X(12),X,0,N,string,N,may differ from member if dependent
TPL,TPL.txt,230,14,Relationship_Code,179,180,2,X(2),X,0,N,string,N,"01=Self,18=Spouse,19=Child,20=Other"
TPL,TPL.txt,230,15,Coverage_Type,181,182,2,X(2),X,0,N,string,N,"CI,MC,LI,WC,MD,HM"
TPL,TPL.txt,230,16,Plan_Type,183,185,3,X(3),X,0,N,string,N,"PPO,HMO,EPO,POS,FFS"
TPL,TPL.txt,230,17,Effective_Date,186,193,8,9(8),9,0,N,date,N,"date in YYYYMMDD format; value of all 9s (e.g. 99999999) means open-ended/not-applicable/pending, map to NULL."
TPL,TPL.txt,230,18,Term_Date,194,201,8,9(8),9,0,N,date,N,"99999999 if active/open. date in YYYYMMDD format; value of all 9s (e.g. 99999999) means open-ended/not-applicable/pending, map to NULL."
TPL,TPL.txt,230,19,COB_Indicator,202,202,1,X(1),X,0,N,string,N,Y/N
TPL,TPL.txt,230,20,Verification_Date,203,210,8,9(8),9,0,N,date,N,"99999999 if never verified. date in YYYYMMDD format; value of all 9s (e.g. 99999999) means open-ended/not-applicable/pending, map to NULL."
TPL,TPL.txt,230,21,Verification_Source,211,213,3,X(3),X,0,N,string,N,e.g. MCV=Match/Contractor Verification
TPL,TPL.txt,230,22,Verification_Status,214,214,1,X(1),X,0,N,string,N,"V=Verified,U=Unverified,D=Disputed"
TPL,TPL.txt,230,23,Last_Update_Date,215,222,8,9(8),9,0,N,date,N,"date in YYYYMMDD format; value of all 9s (e.g. 99999999) means open-ended/not-applicable/pending, map to NULL."
TPL,TPL.txt,230,24,Source_System_Code,223,225,3,X(3),X,0,N,string,N,Free-text/coded alphanumeric value.
TPL,TPL.txt,230,25,FILLER,226,230,5,X(5),X,0,N,,Y,Unused reserved space padding out the record to its fixed length. No business data; skip during mapping.
DRUG_REBATE,DRUG_REBATE.txt,260,1,Rebate_Record_ID,1,14,14,X(14),X,0,N,string,N,Free-text/coded alphanumeric value.
DRUG_REBATE,DRUG_REBATE.txt,260,2,NDC_Code,15,25,11,X(11),X,0,N,string,N,Free-text/coded alphanumeric value.
DRUG_REBATE,DRUG_REBATE.txt,260,3,Drug_Name,26,55,30,X(30),X,0,N,string,N,Free-text/coded alphanumeric value.
DRUG_REBATE,DRUG_REBATE.txt,260,4,Labeler_Code,56,60,5,X(5),X,0,N,string,N,first 5 digits of NDC = manufacturer
DRUG_REBATE,DRUG_REBATE.txt,260,5,Manufacturer_Name,61,90,30,X(30),X,0,N,string,N,Free-text/coded alphanumeric value.
DRUG_REBATE,DRUG_REBATE.txt,260,6,Rebate_Quarter,91,91,1,X(1),X,0,N,string,N,1-4
DRUG_REBATE,DRUG_REBATE.txt,260,7,Rebate_Year,92,95,4,9(4),9,0,N,int,N,Zero-padded unsigned numeric value.
DRUG_REBATE,DRUG_REBATE.txt,260,8,Units_Reimbursed,96,107,12,9(9)V9(3),9,3,N,"decimal(12,3)",N,3 implied decimal place(s) -- no literal decimal point in the raw bytes.
DRUG_REBATE,DRUG_REBATE.txt,260,9,Number_Of_Prescriptions,108,114,7,9(7),9,0,N,int,N,Zero-padded unsigned numeric value.
DRUG_REBATE,DRUG_REBATE.txt,260,10,Total_Amount_Reimbursed,115,125,11,9(9)V9(2),9,2,N,"decimal(11,2)",N,2 implied decimal place(s) -- no literal decimal point in the raw bytes.
DRUG_REBATE,DRUG_REBATE.txt,260,11,Ingredient_Cost_Paid,126,136,11,9(9)V9(2),9,2,N,"decimal(11,2)",N,2 implied decimal place(s) -- no literal decimal point in the raw bytes.
DRUG_REBATE,DRUG_REBATE.txt,260,12,Dispensing_Fees_Paid,137,147,11,9(9)V9(2),9,2,N,"decimal(11,2)",N,2 implied decimal place(s) -- no literal decimal point in the raw bytes.
DRUG_REBATE,DRUG_REBATE.txt,260,13,AMP_Amount,148,156,9,9(5)V9(4),9,4,N,"decimal(9,4)",N,Average Manufacturer Price per unit. 4 implied decimal place(s) -- no literal decimal point in the raw bytes.
DRUG_REBATE,DRUG_REBATE.txt,260,14,Best_Price_Amount,157,165,9,9(5)V9(4),9,4,N,"decimal(9,4)",N,4 implied decimal place(s) -- no literal decimal point in the raw bytes.
DRUG_REBATE,DRUG_REBATE.txt,260,15,URA_Amount,166,174,9,9(5)V9(4),9,4,N,"decimal(9,4)",N,Unit Rebate Amount per CMS formula. 4 implied decimal place(s) -- no literal decimal point in the raw bytes.
DRUG_REBATE,DRUG_REBATE.txt,260,16,CPI_Penalty_Amount,175,183,9,9(7)V9(2),9,2,N,"decimal(9,2)",N,additional rebate for price growth > CPI-U. 2 implied decimal place(s) -- no literal decimal point in the raw bytes.
DRUG_REBATE,DRUG_REBATE.txt,260,17,Rebate_Amount_Invoiced,184,194,11,9(9)V9(2),9,2,N,"decimal(11,2)",N,2 implied decimal place(s) -- no literal decimal point in the raw bytes.
DRUG_REBATE,DRUG_REBATE.txt,260,18,Rebate_Amount_Collected,195,205,11,9(9)V9(2),9,2,N,"decimal(11,2)",N,2 implied decimal place(s) -- no literal decimal point in the raw bytes.
DRUG_REBATE,DRUG_REBATE.txt,260,19,Dispute_Indicator,206,206,1,X(1),X,0,N,string,N,Y/N manufacturer disputed invoice
DRUG_REBATE,DRUG_REBATE.txt,260,20,Dispute_Reason_Code,207,210,4,X(4),X,0,N,string,N,blank unless disputed
DRUG_REBATE,DRUG_REBATE.txt,260,21,Invoice_Date,211,218,8,9(8),9,0,N,date,N,"date in YYYYMMDD format; value of all 9s (e.g. 99999999) means open-ended/not-applicable/pending, map to NULL."
DRUG_REBATE,DRUG_REBATE.txt,260,22,Payment_Due_Date,219,226,8,9(8),9,0,N,date,N,"date in YYYYMMDD format; value of all 9s (e.g. 99999999) means open-ended/not-applicable/pending, map to NULL."
DRUG_REBATE,DRUG_REBATE.txt,260,23,Payment_Received_Date,227,234,8,9(8),9,0,N,date,N,"99999999 if not yet received. date in YYYYMMDD format; value of all 9s (e.g. 99999999) means open-ended/not-applicable/pending, map to NULL."
DRUG_REBATE,DRUG_REBATE.txt,260,24,Drug_Category_Code,235,235,1,X(1),X,0,N,string,N,"S=Single source,I=Innovator multi,N=Non-innovator"
DRUG_REBATE,DRUG_REBATE.txt,260,25,Unit_Of_Measure,236,237,2,X(2),X,0,N,string,N,"EA,ML,GM,UN,BX"
DRUG_REBATE,DRUG_REBATE.txt,260,26,State_Code,238,239,2,X(2),X,0,N,string,N,Free-text/coded alphanumeric value.
DRUG_REBATE,DRUG_REBATE.txt,260,27,Last_Update_Date,240,247,8,9(8),9,0,N,date,N,"date in YYYYMMDD format; value of all 9s (e.g. 99999999) means open-ended/not-applicable/pending, map to NULL."
DRUG_REBATE,DRUG_REBATE.txt,260,28,Source_System_Code,248,250,3,X(3),X,0,N,string,N,Free-text/coded alphanumeric value.
DRUG_REBATE,DRUG_REBATE.txt,260,29,FILLER,251,260,10,X(10),X,0,N,,Y,Unused reserved space padding out the record to its fixed length. No business data; skip during mapping.
REFERENCE,REFERENCE.txt,180,1,Reference_Table_ID,1,6,6,X(6),X,0,N,string,N,which code table this row belongs to
REFERENCE,REFERENCE.txt,180,2,Code_Value,7,16,10,X(10),X,0,N,string,N,Free-text/coded alphanumeric value.
REFERENCE,REFERENCE.txt,180,3,Short_Description,17,46,30,X(30),X,0,N,string,N,Free-text/coded alphanumeric value.
REFERENCE,REFERENCE.txt,180,4,Long_Description,47,106,60,X(60),X,0,N,string,N,Free-text/coded alphanumeric value.
REFERENCE,REFERENCE.txt,180,5,Code_Category,107,110,4,X(4),X,0,N,string,N,"grouping within table, may be blank"
REFERENCE,REFERENCE.txt,180,6,Parent_Code,111,120,10,X(10),X,0,N,string,N,"for hierarchical codes, may be blank"
REFERENCE,REFERENCE.txt,180,7,Effective_Date,121,128,8,9(8),9,0,N,date,N,"date in YYYYMMDD format; value of all 9s (e.g. 99999999) means open-ended/not-applicable/pending, map to NULL."
REFERENCE,REFERENCE.txt,180,8,Termination_Date,129,136,8,9(8),9,0,N,date,N,"99999999 if active. date in YYYYMMDD format; value of all 9s (e.g. 99999999) means open-ended/not-applicable/pending, map to NULL."
REFERENCE,REFERENCE.txt,180,9,Active_Indicator,137,137,1,X(1),X,0,N,string,N,Y/N
REFERENCE,REFERENCE.txt,180,10,Federal_Code_Indicator,138,138,1,X(1),X,0,N,string,N,Y/N federally-defined code
REFERENCE,REFERENCE.txt,180,11,State_Specific_Indicator,139,139,1,X(1),X,0,N,string,N,Y/N
REFERENCE,REFERENCE.txt,180,12,Reimbursable_Indicator,140,140,1,X(1),X,0,N,string,N,"Y/N, applicable to procedure/revenue codes"
REFERENCE,REFERENCE.txt,180,13,Prior_Auth_Required_Indicator,141,141,1,X(1),X,0,N,string,N,Y/N
REFERENCE,REFERENCE.txt,180,14,Age_Restriction_Min,142,144,3,9(3),9,0,N,int,N,0 if none
REFERENCE,REFERENCE.txt,180,15,Age_Restriction_Max,145,147,3,9(3),9,0,N,int,N,999 if none
REFERENCE,REFERENCE.txt,180,16,Gender_Restriction,148,148,1,X(1),X,0,N,string,N,M/F/blank=none
REFERENCE,REFERENCE.txt,180,17,Rate_Amount,149,157,9,9(7)V9(2),9,2,N,"decimal(9,2)",N,fee schedule amount if applicable. 2 implied decimal place(s) -- no literal decimal point in the raw bytes.
REFERENCE,REFERENCE.txt,180,18,Unit_Of_Measure,158,159,2,X(2),X,0,N,string,N,blank if N/A
REFERENCE,REFERENCE.txt,180,19,Sort_Order,160,163,4,9(4),9,0,N,int,N,Zero-padded unsigned numeric value.
REFERENCE,REFERENCE.txt,180,20,Last_Update_Date,164,171,8,9(8),9,0,N,date,N,"date in YYYYMMDD format; value of all 9s (e.g. 99999999) means open-ended/not-applicable/pending, map to NULL."
REFERENCE,REFERENCE.txt,180,21,Source_System_Code,172,174,3,X(3),X,0,N,string,N,Free-text/coded alphanumeric value.
REFERENCE,REFERENCE.txt,180,22,FILLER,175,180,6,X(6),X,0,N,,Y,Unused reserved space padding out the record to its fixed length. No business data; skip during mapping.
